DayJulian	time_numeric	Temp	Snet	VPD	WS
98	8.5	25.9	228.7	0.511411717951187	0.8
98	9	26.9	373.6	0.755223041854902	2.6
98	9.5	27.5	603.5	1.03934385443169	4.1
98	10	27.9	662.6	1.13910014658662	3.7
98	10.5	28	765.8	1.22138798762649	3.9
98	11	28.2	787.9	1.27012708736597	3.4
98	11.5	28.4	808.4	1.35465126453734	3.7
98	12	28.6	900.5	1.41746000112706	3.8
98	12.5	28.6	791.5	1.44095381330044	3.9
98	13	28.8	876.5	1.56075117633229	3.6
98	13.5	29	904.3	1.64304310166272	3.4
98	14	28.9	891.2	1.59770498623475	4.2
98	14.5	29	852.1	1.55087239108164	3.5
98	15	28.8	809.7	1.56867377113601	3.8
98	15.5	28.7	649.8	1.46508806669146	4
98	16	28.5	621.4	1.36643480698526	4.1
98	16.5	28.5	483.3	1.35475587701102	3.3
98	17	28.1	379.2	1.18668554917951	4.3
98	17.5	27.7	239.6	1.11101790659073	4
98	18	27.4	134.1	1.0004191152859	3.7
98	18.5	27	38.7	0.884500970415293	3
99	7	25	25.1	0.269325170043412	1.4
99	7.5	25.4	80.8	0.337467128760028	1.4
99	8	25.4	118.8	0.308263242617333	1.6
99	8.5	26	260.3	0.346327388683736	2.4
99	9	26.9	321.8	0.624034062753346	3.8
99	9.5	27	241.5	0.595611540561911	3
99	10	26.8	295.7	0.549879203473224	3.5
99	10.5	27.3	341	0.773157025111154	4.5
99	11	27.3	390.3	0.725969037663055	4.4
99	11.5	26.8	201.7	0.578078136984671	3.5
99	12	27.4	387.7	0.726581766211291	3.8
99	12.5	27.8	373.4	0.863371103965131	3.6
99	13	26.8	277.5	0.57102840360681	4.6
99	13.5	25.9	561.5	0.274089940339852	3.3
99	14	27.5	700.9	0.602305272532851	3.9
99	14.5	26.9	381.3	0.492845083651791	5.1
99	15	26.7	486.7	0.490586813987287	4.7
99	15.5	27.2	367.4	0.602641921677665	5.2
99	16	27.4	453.7	0.682767790359354	5
99	16.5	27.5	328.7	0.705137880038459	4.8
99	17	27.5	280.8	0.668411948786456	4.4
99	17.5	26.1	63.4	0.351763988412196	4
99	18	25.9	43.7	0.264062259595711	3.5
99	18.5	26.1	14.2	0.314558181945522	3.8
100	7	23.7	17	0.038104650494024	2
100	7.5	23.9	82.5	0.0444991078530054	2.2
100	8	24.5	197.5	0.0768826976134218	1.8
100	8.5	25.7	352.4	0.175068708833409	1.3
100	9	26.7	426.9	0.357427535905023	2.5
100	9.5	26.9	341.6	0.46802554706501	3.7
100	10	27.4	406.2	0.573232850729511	3
100	10.5	28	477	0.741151843884804	3.7
100	11	28.6	708.8	0.904511768675005	4.3
100	11.5	28.7	530.6	0.980663786575738	4.4
100	12	28.7	657.7	1.00823264804574	5.4
100	12.5	29.1	748.4	1.1487379165958	5.1
100	13	29	939.7	1.15413759336308	6
100	13.5	29.2	827.7	1.26079825318433	5.4
100	14	29.3	890.4	1.2680980376156	5.3
100	14.5	29.2	708	1.22836614377766	5
100	15	29.2	686.7	1.27701430788766	4.8
100	15.5	29.1	639.1	1.25353505986419	5.5
100	16	28.8	556.1	1.1289697595297	6.1
100	16.5	28.1	328.7	0.802534137425889	5.2
100	17	27.6	184.8	0.672331854396407	5.2
100	17.5	26.4	105.2	0.485434644652774	4.1
100	18	26.5	65.1	0.4086526542846	2.8
100	18.5	26.7	13.8	0.416998791889194	3.1
101	7	25.7	19.2	0.251041922100737	3.4
101	7.5	25.8	71.4	0.265825667744183	3.6
101	8	26.1	91.5	0.311175835903097	3.9
101	8.5	26.5	213.8	0.39480002193597	3.7
101	9	26.7	209.8	0.441528132588558	4
101	9.5	26.9	284.9	0.471571195148835	4
101	10	27.3	238.5	0.588034920507075	5.2
101	10.5	27.2	325.1	0.580990116108407	5.2
101	11	27.8	498.9	0.743769912073858	5.5
101	11.5	26.9	398	0.478662491316487	4.6
101	12	27.5	818.8	0.605977865658051	6.2
101	12.5	27.4	322.2	0.638953814507417	6.6
101	13	26.3	470.9	0.314874059748102	5.1
101	13.5	27.1	484	0.419741174964133	5.4
101	14	27.4	564.3	0.591488674001152	5.7
101	14.5	27.4	409.3	0.602442167964136	6.2
101	15	26.1	216.8	0.375440410709171	7
101	15.5	25	197.6	0.186943353324251	3.8
101	16	25.8	150.5	0.279116951131392	3.3
101	16.5	26.7	245.1	0.427511366474636	4.4
101	17	27	193	0.563512715022646	5
101	17.5	26.8	55	0.5357797367175	5.5
101	18	26.6	54.8	0.508608833338126	4.5
101	18.5	26.5	14	0.481378974114911	3.8
102	7	25.3	28.3	0.264502573537086	2.5
102	7.5	25.6	106.3	0.311946448198669	2.3
102	8	26.2	165	0.381068052435084	1.9
102	8.5	26.6	262.1	0.470288989730459	2.5
102	9	27	293.2	0.584911932048823	3.7
102	9.5	27	301.7	0.609877685246028	3.6
102	10	27.6	449.3	0.78315578643977	3.9
102	10.5	27.7	470.6	0.839766043108709	3.9
102	11	27.9	683.9	0.954889231792081	5.2
102	11.5	28.1	676.1	0.985101144991968	4.4
102	12	28.5	658.5	1.08614048760367	3.7
102	12.5	28.4	753.2	1.05662798633913	3.8
102	13	28.7	752.2	1.21302990468003	4.1
102	13.5	28.7	837.6	1.25635240127574	4.3
102	14	28.9	831.9	1.342709676711	4.6
102	14.5	28.9	706.2	1.25505503906221	3.5
102	15	28.8	601.2	1.21215700496873	4.1
102	15.5	28.5	525.5	1.18735788071368	4.1
102	16	28.3	477.5	1.13131242870845	4.5
102	16.5	28.3	448.1	1.10822441995929	4.2
102	17	28.3	356.2	1.17748844620675	4
102	17.5	28.1	235.9	1.09159856607218	3.4
102	18	27.8	102.4	0.968022146869996	3
102	18.5	27.3	38.1	0.79130625105273	2.2
103	7	24.3	23.7	0.161050799384687	0.8
103	7.5	24.3	52	0.136741244760583	0.2
103	8	24.7	158.3	0.155615298505315	0.4
103	8.5	25.9	223.4	0.334256024804697	1.2
103	9	26.2	144.7	0.353848905832578	1.4
103	9.5	26.8	335.4	0.489956469761398	1.7
103	10	27.4	564	0.660860802433385	2.7
103	10.5	27.8	492.2	0.837208343238915	3.2
103	11	28.4	799.7	1.03340539323277	3.4
103	11.5	28.6	597.1	1.0767997246131	2.8
103	12	28.6	672.7	1.16294370258215	3.6
103	12.5	28.6	622.4	1.22950950374005	4
103	13	28.8	744.2	1.2438473841836	3.9
103	13.5	28.8	729.4	1.15273754394085	4.3
103	14	28.7	816.4	1.14607695539574	4.4
103	14.5	28.7	486.8	1.15001536417717	3.6
103	15	28.1	312.4	0.977494186343381	3.9
103	15.5	28.2	521.5	0.983200787509199	3.7
103	16	28.4	506.7	1.01405323231081	3.7
103	16.5	27.9	346.7	0.857144664758246	4.8
103	17	27.4	159.5	0.741186424828603	4.3
103	17.5	27.6	185.1	0.820097097120892	4.8
103	18	27.4	110.8	0.752139918791588	4
103	18.5	27.1	35.3	0.595530214051675	3.5
104	7	25.6	22.2	0.426874087008705	2.2
104	7.5	25.7	53	0.432716997305218	2.7
104	8	25.9	62.3	0.43119027199806	2.7
104	8.5	26.3	173.3	0.544184516303784	3.1
104	9	26.7	199.5	0.630754475126512	3.5
104	9.5	26.8	291.2	0.673249537585806	4.2
104	10	27	313.9	0.713307234205881	3.9
104	10.5	27.1	334.2	0.742619001859619	4.1
104	11	27.2	409.4	0.768639097708638	4.3
104	11.5	27.5	470.5	0.885094943173274	4.7
104	12	27.5	507.7	0.921820874425277	5.3
104	12.5	27.4	386.5	0.86167485842143	5.3
104	13	27.2	372.7	0.746987292139381	4.2
104	13.5	27.3	318.7	0.762267489546208	4.4
104	14	27	231.8	0.684774944837646	4.2
104	14.5	26.9	233.3	0.655944895507778	4
104	15	27	238.5	0.641976510785293	3.9
104	15.5	26.3	189.1	0.684508825539351	4.9
104	16	25.2	242.4	0.432878255023891	4.1
104	16.5	24.6	133.3	0.225844382525165	1.9
104	17	24.9	262.7	0.245675969519588	1.8
104	17.5	25.4	128.8	0.31150811885541	2.3
104	18	25.3	42	0.325789755210313	2.3
104	18.5	25	10.4	0.32635873546437	2.4
105	7	23.3	2.1	0.0658093637789659	0.9
105	7.5	23.2	5.5	0.0540368174321866	1
105	8	23.2	17.5	0.0455046883639463	1.4
105	8.5	23.1	34.2	0.0339228013249959	1.7
105	9	23	34.3	0.0224787803674141	3.2
105	9.5	22.8	17.2	0.0166560711302757	2.7
105	10	22.7	9.8	0.0137961396473451	1.8
105	10.5	22.7	13.4	0.0110369117178762	1.9
105	11	22.7	15.1	0.0055184558589381	2
105	11.5	22.6	20.3	0.00548506550670953	1.4
105	12	22.6	33.5	0.00274253275335457	1.1
105	12.5	22.8	52.5	0.00277601185504581	1.4
105	13	22.9	112.6	0.00279288492756887	0.9
105	13.5	23.3	194.2	0.00572255337208408	0.8
105	14	23.6	309	0.0116541049370368	1.7
105	14.5	23.8	256.7	0.0324370252341349	2.4
105	15	24.1	259.8	0.0780640086651528	2.7
105	15.5	24.8	408.5	0.159678462516804	1.9
105	16	25.2	333	0.314237548091417	3
105	16.5	25.4	271.3	0.373160767378877	2.9
105	17	25.5	172.9	0.362327456522746	2.6
105	17.5	25.2	64	0.327063570462496	3.3
105	18	25	42.4	0.262988107218861	3.3
105	18.5	24.4	13.1	0.165075476377027	3.1
106	7	23.4	6.2	0.0316646165532965	2.9
106	7.5	23.4	24.9	0.0316646165532965	3.1
106	8	23.4	95.8	0.0287860150484515	2.3
106	8.5	23.7	130.7	0.0351735235329453	2.6
106	9	24	153.5	0.050736287794328	2.2
106	9.5	24.3	250.7	0.0911608298403889	2.5
106	10	24.8	414.9	0.244214119143348	2.4
106	10.5	26	596.9	0.383313808834426	1.8
106	11	27	688.9	0.563512715022646	2.9
106	11.5	27.4	513	0.664511967087714	4.5
106	12	27.7	619.2	0.784029358831582	4.9
106	12.5	28.1	744.9	0.935655913776154	5
106	13	28.2	743.4	0.967898051516837	4.8
106	13.5	28.5	793.7	1.10171239423598	5.2
106	14	28.6	830.8	1.13161861968431	5.6
106	14.5	28.6	628.2	1.08463099533756	4.7
106	15	28.4	570	1.01405323231081	4.9
106	15.5	28.1	454.7	0.939459393100448	4.4
106	16	27.9	405.7	0.819550600514463	4.8
106	16.5	27.5	285.4	0.705137880038459	4.6
106	17	27.4	203.3	0.711977107593979	4.4
106	17.5	27.1	114.3	0.609880339691475	4
106	18	26.7	41.4	0.501099388572728	3.5
106	18.5	26.6	15.7	0.491190722607368	3.5
107	7	25.3	20.9	0.129025645627847	2.1
107	7.5	25.4	52.9	0.129795049523088	1.6
107	8	25.6	112.9	0.144480460218331	1.8
107	8.5	25.4	122.1	0.217406707951172	3.4
107	9	25.5	246	0.264401116922004	2.8
107	9.5	26.3	542.7	0.407282751195914	3.2
107	10	26.8	309.3	0.553404070162155	4
107	10.5	26.6	219.4	0.543445054799642	3
107	11	26.9	296.5	0.492845083651791	2.3
107	11.5	27.4	484.9	0.649907308470401	4.4
107	12	27.9	505.1	0.736843659178141	3.8
107	12.5	26.1	138.2	0.378822756751596	4.5
107	13	25.7	314	0.224616456616449	3.2
107	13.5	26.5	237.4	0.311684227844187	4.5
107	14	26.4	211.6	0.340837090926416	4.4
107	14.5	26.7	300.5	0.473065856344884	4.7
107	15	26.7	234.2	0.588704176784744	4.7
107	15.5	26.2	77.2	0.40828719903759	3.7
107	16	25.5	56	0.280722173522128	4.5
107	16.5	24.4	56.4	0.158961569844544	3.9
107	17	24.2	45.8	0.114780165440342	3.1
107	17.5	24.1	38.8	0.114093551125993	2.6
107	18	24	15	0.104457063105969	2.2
107	18.5	23.8	3.1	0.0855157937990834	1.9
108	7	24	25.8	0.0447673127597011	1.1
108	7.5	24.1	85.5	0.0450369280760498	0.4
108	8	24.4	96.1	0.0489112522598595	0.9
108	8.5	24.5	104	0.0584308501862007	1.7
108	9	24.2	99.4	0.0845748587455151	3
108	9.5	24.3	255.5	0.0911608298403889	1.6
108	10	25.4	450.3	0.171978440618091	0.8
108	10.5	26.3	559.7	0.331986780386585	1.6
108	11	27	604.2	0.53854696182544	3.4
108	11.5	26.4	588.8	0.478549046856281	4.4
108	12	26.4	583.3	0.464777851263295	5.2
108	12.5	26.8	521.1	0.57455327029574	3.8
108	13	27.3	652.2	0.773157025111154	4.4
108	13.5	27.4	617.3	0.84341903514979	4.4
108	14	27.4	671.7	0.799605059297853	4
108	14.5	27.7	604.4	0.962386748518388	4.9
108	15	27.5	511.9	0.921820874425277	4.8
108	15.5	27.3	318.2	0.849383774065775	4.5
108	16	26.9	163.7	0.733949153351947	3.4
108	16.5	26.7	114.8	0.655283815825876	3.2
108	17	25.7	66.6	0.436020180490755	3.7
108	17.5	25.3	71.9	0.306435908366136	2.5
108	18	25.4	36.5	0.317997871331564	1.7
108	18.5	25.1	7.5	0.210372964604536	2.3
109	7	23.7	26.2	0.0293112696107877	0.8
109	7.5	23.9	104.1	0.0266994647118034	1
109	8	24.4	147.1	0.0305695326624123	0.4
109	8.5	24.7	131.3	0.0435722835814885	1.3
109	9	24	43.7	0.0746121879328351	4.4
109	9.5	23.8	58	0.0501299480891179	2.7
109	10	24.1	107.3	0.0510418518195232	2.9
109	10.5	24.4	169.4	0.0672529718573072	2.2
109	11	24.8	167.5	0.0970594576082536	1.5
109	11.5	25.2	298.1	0.15070576286017	3.6
109	12	25.7	341.6	0.257648288471809	3.7
109	12.5	25.8	298.1	0.272471309437787	3.7
109	13	25.8	410.4	0.269148488590985	3.6
109	13.5	26.1	406.2	0.41602856321827	4.2
109	14	26	396.7	0.403488219825712	4.9
109	14.5	25.9	309.5	0.451245633486341	4.6
109	15	26.1	210.5	0.45661671572737	3.4
109	15.5	25.8	155.9	0.355541830607844	3.9
109	16	26	157.4	0.453924247303926	4.7
109	16.5	26	135.3	0.416937827153236	3.4
109	17	25.5	83.4	0.251344271641905	2.7
109	17.5	25.1	64	0.184873211319138	3.6
109	18	24.4	25.6	0.137562896980855	2.6
109	18.5	24.7	14.2	0.115155320893933	2.6
110	7	23.8	10.9	0.0825669733232527	0.9
110	7.5	24.2	32.6	0.12384175744879	1.7
110	8	24.7	33.9	0.199187582086804	2.4
110	8.5	24.7	76.8	0.186738358206378	1.3
110	9	25.2	92.7	0.266139964199874	2.6
110	9.5	25.5	157.1	0.290514807482202	2.2
110	10	25.8	142.1	0.309022338752612	2.2
110	10.5	26	210.2	0.346327388683736	3.2
110	11	26.1	234.1	0.412646217175846	3.2
110	11.5	26.4	250.6	0.481991845754528	3.3
110	12	26.5	211.6	0.581810558642481	3.1
110	12.5	26.4	122.8	0.543962225922967	2.7
110	13	26.3	191.8	0.523649251537603	2.3
110	13.5	24.7	63.7	0.273882925369355	3.9
110	14	23.5	101	0.0724004471280213	3.3
110	14.5	23.5	123.2	0.0550243398172964	2.2
110	15	23.4	158.6	0.0546934285920581	3.1
110	15.5	23	115.8	0.0786757312859495	3.2
110	16	23	109.5	0.0646264935563156	2.7
110	16.5	23.1	93.4	0.0537111020979102	2.1
110	17	23.1	66.2	0.0452304017666609	2
110	17.5	22.9	47.8	0.0446861588411043	0.9
110	18	22.7	27.6	0.0386291910125663	0.7
110	18.5	22.7	4	0.0358699630830971	0.6
111	7	21.7	15.4	0	1.3
111	7.5	21.8	62.2	0	1.5
111	8	22.2	138.5	0	1.2
111	8.5	22.7	207.3	0.00827768378840696	0.8
111	9	23.3	321	0.00858383005812591	0.4
111	9.5	24.1	264.1	0.0420344662043133	0.5
111	10	24.3	168.1	0.0638125808882721	0.5
111	10.5	24.7	212.5	0.14316607462489	0.6
111	11	24.9	180	0.229927509934999	0.6
111	11.5	24.9	166.6	0.21417905035041	0.4
111	12	24.4	88.2	0.152847663312062	1.9
111	12.5	24.2	25.1	0.096656981423446	0.5
111	13	23.8	27	0.0707716914199311	1.3
111	13.5	23.7	47.2	0.0498291583383392	1.4
111	14	23.8	89.8	0.0412834866616266	2
111	14.5	23.9	143.5	0.0415325006628052	2.4
111	15	24.1	196.8	0.0450369280760498	2.4
111	15.5	24.2	230	0.0634311440591362	2.6
111	16	24.5	258.4	0.101485160849717	2.2
111	16.5	24.5	159.9	0.184518474272212	3.5
111	17	24.1	134.2	0.12610339861294	3.4
111	17.5	24	78.6	0.0984880880713423	3
111	18	24	33.8	0.0686432128982082	2.5
111	18.5	24	13.2	0.050736287794328	2.2
112	7	24	32.3	0.0775966754501484	3
112	7.5	24.2	55.2	0.0815543280760326	3.2
112	8	24.5	139.1	0.0953345450406428	3.5
112	8.5	25.1	228.6	0.14662358139104	3.3
112	9	25.5	312	0.215437947121633	3.7
112	9.5	25.6	455.8	0.200302456211777	3.7
112	10	26.1	503.5	0.351763988412196	4.6
112	10.5	26.1	438.2	0.368675718624321	4.6
112	11	26.4	447	0.423464264484335	5
112	11.5	26.7	505.3	0.494091005515767	5
112	12	27.2	587.6	0.624293727246922	5.3
112	12.5	27.2	545.9	0.588207384631493	4.9
112	13	27.6	501.9	0.672331854396407	3.7
112	13.5	27.5	603.1	0.701465286913259	4.7
112	14	27.6	444.1	0.746214475758649	4.4
112	14.5	27.2	432.8	0.64594553281618	4.6
112	15	27.4	533.6	0.642604979161745	4.2
112	15.5	27.8	489.7	0.818520657005904	4.8
112	16	27.5	435.2	0.694120100662858	4.2
112	16.5	27.5	429.2	0.613323051908452	4.4
112	17	26.9	168.8	0.464479898981184	3.7
112	17.5	27.1	212.4	0.541717242902427	3.4
112	18	26.7	75.5	0.494091005515767	3.2
112	18.5	26.4	22.7	0.354608286519402	2.9
113	7	24.8	47.5	0.256737920125058	2.9
113	7.5	25.1	115.1	0.290059693621406	3.3
113	8	25.7	233.4	0.317105585811458	2.9
113	8.5	26	175.4	0.390038612498188	3.4
113	9	25.6	184.7	0.328364682314388	4.2
113	9.5	25.8	376.3	0.37880157653546	3
113	10	26.7	370.7	0.560670644556899	3.9
113	10.5	26.8	582.1	0.493481336450329	4.1
113	11	27.8	655.6	0.79609543352629	5.6
113	11.5	27.9	634.8	0.947370418943324	5.3
113	12	28.1	796.9	0.992708103640554	5.1
113	12.5	28	777.5	0.960472287483369	5.1
113	13	28	763.1	0.990723383152136	5.4
113	13.5	28.2	831.9	1.06736583546718	4.7
113	14	28.4	819.6	1.10307317255184	4.2
113	14.5	28.2	664.3	1.04058604748055	4.9
113	15	28.2	580.3	1.09031993945573	4.4
113	15.5	28.3	566	1.12746442725025	3.9
113	16	27.9	367.9	0.977445670338351	4.1
113	16.5	27.5	357.6	0.925493467550478	4.2
113	17	27.3	195.4	0.820345012559252	4.4
113	17.5	27	130.5	0.738272987403087	4.4
113	18	26.2	50.8	0.493347032170422	4.1
113	18.5	25.5	12.3	0.394969569722994	2.7
114	7	23.3	25.9	0.0114451067441682	1.5
114	7.5	23.3	68.5	0.00572255337208408	1.4
114	8	23.7	131.7	0.00879338088323623	1.1
114	8.5	24.3	276.2	0.012154777312052	0.7
114	9	25.5	448.5	0.035906324520272	0.4
114	9.5	26.3	428.9	0.294338794981921	2.2
114	10	27	467.7	0.510014672457205	2.4
114	10.5	26.5	466.1	0.453673709417649	3.3
114	11	26.7	564.1	0.441528132588558	3.3
114	11.5	27.8	648.5	0.74750744932046	3.8
114	12	27	186.1	0.570645787364705	3.2
114	12.5	27.2	529.3	0.58459875036995	4
114	13	27.5	546.3	0.642703796910054	4.3
114	13.5	26.9	114.1	0.489299435567964	4.3
114	14	24.6	85.1	0.133031622583316	4.5
114	14.5	24.3	90.6	0.0881221355123761	3.5
114	15	24.1	100.7	0.114093551125993	1
114	15.5	24.4	67.9	0.0855946914547544	1.4
114	16	24.3	42.6	0.0668512752162853	2.1
114	16.5	24.6	131.7	0.0711564492887505	2.5
114	17	24.9	93.9	0.10079014134137	2
114	17.5	25.3	84.1	0.167733339316201	2.6
114	18	25.8	86.7	0.239243100969764	3.7
114	18.5	25.8	23.6	0.235920280122962	2.3
115	7	23.4	0.5	0.0259074135436065	2.4
115	7.5	23.5	1	0.0666084113577795	4.7
115	8	23.4	1.6	0.0489362255823677	1.9
115	8.5	23.3	2.9	0.0371965969185459	1.6
115	9	23.2	4.2	0.0255963872047201	1.9
115	9.5	23	8.9	0.0252886279133411	1.9
115	10	22.8	13.7	0.0194320829853219	2
115	10.5	22.7	19.4	0.0137961396473451	4.2
115	11	22.8	27	0.00832803556513784	2.8
115	11.5	22.8	44.9	0.00832803556513784	2
115	12	22.7	56.8	0.00275922792946886	2.2
115	12.5	22.5	69	0.00817777779186444	2.5
115	13	22.4	73.2	0.0135470353329311	3.3
115	13.5	22.6	96.9	0.0137126637667736	2.2
115	14	22.7	111.7	0.00827768378840696	2.2
115	14.5	22.8	100	0.00277601185504581	2.1
115	15	22.8	86.7	0.00277601185504581	1.1
115	15.5	22.8	93.5	0.00832803556513784	1.5
115	16	22.8	34.8	0.00832803556513784	2.7
115	16.5	22.4	45.4	0.0243846635992762	3.8
115	17	22.4	61.7	0.0135470353329311	2.4
115	17.5	22.5	47.4	0.00817777779186444	2.2
115	18	22.4	13	0.00812822119975859	1.9
115	18.5	22.4	4.8	0.00270940706658607	1.7
116	7	21.6	35.8	0	0.8
116	7.5	21.6	85.2	0	0.8
116	8	22.3	280.5	0.0107719030718437	0.5
116	8.5	23.1	378.4	0.101768403974987	1.6
116	9	23.6	472	0.215600941335178	2.5
116	9.5	24.4	597.2	0.320980092955329	2
116	10	25.4	718.8	0.480241683235424	1.3
116	10.5	26	518.2	0.595145124242925	1.5
116	11	26.5	542.7	0.723800040215944	1.3
116	11.5	26.9	385.5	0.822590355447593	1.1
116	12	27.2	618.7	0.85885495424721	1.4
116	12.5	27.6	805.3	0.967862339845377	1.6
116	13	28.3	623.6	1.07744040829376	1.6
116	13.5	28.6	619.2	1.15119679649546	1.6
116	14	28.5	629.9	1.07835453428751	2.2
116	14.5	27.6	227.5	0.809014703916555	3.1
116	15	27.8	657	0.885796327444745	3.4
116	15.5	26.9	142.3	0.822590355447593	4
116	16	26.2	108.6	0.598821225255132	2.1
116	16.5	25.6	38.8	0.357917503722684	1.6
116	17	24.9	46.2	0.220478434184246	1.9
116	17.5	25.2	104.1	0.339889592833573	2.6
116	18	25.2	74.6	0.352715615204652	3
116	18.5	25.1	19.9	0.321934385228154	2.5
117	7	23.2	7.3	0.0881653337051461	3.8
117	7.5	22.8	30.8	0.0444161896807354	3
117	8	22.9	71.6	0.0446861588411043	1.6
117	8.5	23.2	83.1	0.0455046883639463	1.1
117	9	23.6	131	0.0495299459824057	1
117	9.5	24	206.5	0.0984880880713423	1.7
117	10	24.6	421.3	0.21656310653098	2.1
117	10.5	25.2	463.8	0.320650559276956	2
117	11	25.8	438	0.461872097705518	2.1
117	11.5	26.1	425.5	0.547940058872844	2.3
117	12	26.7	548.5	0.746392795566372	2.3
117	12.5	26.9	742.5	0.783588226525508	2.6
117	13	27.3	763.7	0.878422535572297	3
117	13.5	27.6	751.5	1.03805083013951	3.3
117	14	27.4	484.7	0.974860962705602	3.5
117	14.5	27.3	541.3	0.794936096241046	2.8
117	15	27.1	361.9	0.774906784549168	2.7
117	15.5	26.9	272.7	0.730403505268121	2.5
117	16	26.7	211.3	0.711350880281566	3.1
117	16.5	26.4	169.9	0.619703801684393	2.5
117	17	26.1	116.1	0.520881290533445	2.7
117	17.5	25.9	77.3	0.434532832246107	2.1
117	18	25.7	43.7	0.363350150408962	1.8
117	18.5	25.6	11.4	0.311946448198669	1.4
118	7	23.1	32	0	1.9
118	7.5	23.2	64.4	0	1.4
118	8	23.5	115	0	1.2
118	8.5	23.8	169.1	0	0.8
118	9	24	246.1	0.00895346255194013	1.4
118	9.5	24.5	323.7	0.0461296185680531	1.6
118	10	25.3	451.9	0.219343597567339	1.9
118	10.5	26.4	549.7	0.454449454568555	2.4
118	11	26.7	554.6	0.585199985256264	2.8
118	11.5	27.8	896.7	0.874583715704938	3.5
118	12	27.9	531.7	0.875941696880137	4
118	12.5	26.8	706.8	0.623901403940773	4
118	13	26.5	600.6	0.654536878472792	5.6
118	13.5	26.5	569.1	0.675315826995738	3
118	14	27.8	767.2	0.923171699910768	4.1
118	14.5	27.8	632	0.956809535130189	5.6
118	15	27.3	573.6	0.820345012559252	4.5
118	15.5	27	413.4	0.72400684271897	5
118	16	26.7	252.9	0.592208368313225	3.4
118	16.5	26.5	161.2	0.54025266159659	3.3
118	17	26.4	116.6	0.478549046856281	3.3
118	17.5	26.2	111	0.44911591894135	2.9
118	18	26.2	64.1	0.466127885567916	3
118	18.5	25.9	13.9	0.394422109269543	2.6
119	7	22.8	11.6	0	1.1
119	7.5	23	41	0	1.3
119	8	23.2	109	0	1.4
119	8.5	23.6	181.2	0.00291352623425899	1.7
119	9	24.4	436.2	0.0458542989936185	1.6
119	9.5	25.2	468.3	0.2212488859011	2.3
119	10	25.9	561.4	0.347626265796885	2.9
119	10.5	26.3	429.3	0.479156177877546	3
119	11	26.2	454.2	0.425299165664157	2.6
119	11.5	26.5	488.8	0.512547396899329	4
119	12	25.6	421	0.364484797368971	4
119	12.5	26.7	874.2	0.543149686914496	2.6
119	13	27.6	973.1	0.868120801006349	4.1
119	13.5	27.5	872.4	0.841023825670871	4
119	14	27.5	909.9	0.807970487544068	5
119	14.5	27.3	638.5	0.755007799169577	4.7
119	15	27	460.5	0.681208408666617	4.7
119	15.5	26.9	399	0.592123229998914	3.6
119	16	26.6	251.5	0.543445054799642	3.8
119	16.5	26.5	341.8	0.533326345422275	4.5
119	17	26.2	221.3	0.513761392122301	4.9
119	17.5	26.1	131.2	0.45661671572737	4
119	18	25.6	33.9	0.33821562278382	4.6
119	18.5	24.4	3.2	0.0886516447209959	4.6
120	7	24	21.8	0.0775966754501484	0.2
120	7.5	24.1	43	0.0720590849216798	0.5
120	8	24	28.5	0.0567052628289549	1.3
120	8.5	24.3	47.1	0.0881221355123761	2.6
120	9	25.4	498	0.129795049523088	2.3
120	9.5	26	340.7	0.21519371724038	1.5
120	10	25.9	329.4	0.193868494386724	1.8
120	10.5	26.4	304.3	0.32706589533343	3
120	11	27.1	422.9	0.538129711492478	3.6
120	11.5	27.1	383.5	0.599117745461625	4.3
120	12	27.7	655.9	0.754303127217114	4.2
120	12.5	26.4	230.5	0.371822281010636	3.3
120	13	26.6	375.5	0.421518279684337	3.7
120	13.5	26.5	408.4	0.391336863848812	4.3
120	14	26.3	101.1	0.369634765791249	3.8
120	14.5	26.3	271.5	0.431240560089791	3.9
120	15	26.4	197.7	0.433792661179075	3.8
120	15.5	26.2	86.6	0.394677625736337	3.8
120	16	25.9	82.9	0.317543223564462	3.5
120	16.5	25.9	91	0.297487862076181	2.2
120	17	25.8	74	0.312345159599415	2.6
120	17.5	25.8	63	0.279116951131392	2.2
120	18	25.7	38.4	0.274164204399489	2.2
120	18.5	25.6	11.8	0.298811860906093	1.5
121	7	23.6	27.1	0	1.5
121	7.5	23.6	56.5	0	0.9
121	8	23.8	163.7	0	1.1
121	8.5	24.4	273.9	0	1.2
121	9	24.8	343.6	0.0125238009817103	1.3
121	9.5	25.6	500	0.088658464224885	1.1
121	10	26.5	370.4	0.318610544018502	0.7
121	10.5	26.4	240.9	0.447563856772062	2.6
121	11	25	267.9	0.259819575806586	3.4
121	11.5	25.5	520.3	0.326421132002474	3.5
121	12	25.9	549.4	0.43119027199806	3.4
121	12.5	26.3	703.3	0.523649251537603	3.2
121	13	26.9	675.5	0.624034062753346	3.2
121	13.5	27.2	884.5	0.761421829185552	3.7
121	14	27.4	656.3	0.865326023075759	3.9
121	14.5	27	493.1	0.766805276771323	4.3
121	15	27	667	0.770371812942352	4
121	15.5	27	420.3	0.78107142145544	3.8
121	16	26.8	217.9	0.747271738053356	3.3
121	16.5	26.6	154.7	0.644470097038037	3.2
121	17	26.2	80.9	0.500151818821048	3
121	17.5	25.9	70.6	0.391079549021496	2.3
121	18	25.6	24.7	0.292244567259806	2.1
